vibration,temperature,failure,anomaly_score,anomaly
0.13176115327098087,33.73302835194232,0.0,9.181556267590286e-08,False
-0.09886486208908538,34.65867845828668,0.0,3.78254949849652e-08,False
0.050564815291198925,35.44566523351411,0.0,2.644277206078241e-08,False
-0.05365180096971736,36.0644881996259,0.0,1.237995996625694e-08,False
-0.03183480642456088,35.36262617931005,0.0,2.4368730033495367e-08,False
0.04514942319076383,35.34854679207905,0.0,2.8387258683020605e-08,False
0.10180388996650705,34.30148528463054,0.0,6.474291401129785e-08,False
0.37727705739230877,35.05749468306198,0.0,6.069761441511661e-08,False
0.0015981583625670481,33.77248946586575,0.0,7.650382693632508e-08,False
-0.06408096131375968,36.467321077652585,0.0,8.74959550201533e-09,False
0.4608291307577689,34.99795473937874,0.0,7.088492374993323e-08,False
0.27975754380926005,34.96032898204262,0.0,5.580026016697939e-08,False
0.3530970997642489,34.37186764114136,0.0,8.6761494556948e-08,False
0.5428865943038099,33.06587304042914,0.0,1.8686457442295784e-07,False
0.5648646150429468,35.01220913849017,0.0,8.093079180031716e-08,False
0.3712756365157839,35.45947217418011,0.0,4.6104175469971704e-08,False
0.21458500691377777,35.042979937493755,0.0,4.777199187931531e-08,False
0.7665749642541515,35.453346776720984,0.0,8.311500076951716e-08,False
0.33341743525204426,34.41693558748963,0.0,8.262740119292046e-08,False
0.3661772789630763,34.299340028589505,0.0,9.15617026494902e-08,False
0.5167267190314246,36.995960022906154,0.0,1.5952707584439598e-08,False
0.43317906398920025,36.87372545523891,0.0,1.487763263638371e-08,False
0.9028142231076746,34.83980525929212,0.0,1.3153661185249564e-07,False
0.6185028392162755,34.37591649530101,0.0,1.1846058515502522e-07,False
0.5637510458892998,33.85163252107272,0.0,1.4044509934714412e-07,False
0.6268248304404096,34.58103134164392,0.0,1.0875551787517754e-07,False
0.36616848566861937,36.230882436486894,0.0,2.4568165330524976e-08,False
0.4293078774621667,35.660928075764296,0.0,4.403342576705716e-08,False
0.8205519873269469,35.0832726049689,0.0,1.0732969419856308e-07,False
0.5503787288573891,34.934021571286294,0.0,8.284176995158834e-08,False
0.7373233031634117,35.29418827283201,0.0,8.711784875818183e-08,False
0.6630651285236384,33.85502341618711,0.0,1.5488943873285251e-07,False
0.7728276585775209,34.09631480136828,0.0,1.5668729253572304e-07,False
0.7983629420681961,34.69198157115183,0.0,1.253129853288885e-07,False
0.62380201217076,35.13477467957583,0.0,8.183586891270386e-08,False
0.5956463885320423,34.57634314560241,0.0,1.0510505784045477e-07,False
0.9418209842294318,34.38002801087985,0.0,1.6518735887536677e-07,False
0.8919163508883647,35.23941691109598,0.0,1.0831837097806246e-07,False
1.072731201080143,35.51771453392412,0.0,1.1727979546633531e-07,False
0.9076890076272498,35.089848913329455,0.0,1.1832383623576915e-07,False
0.7992925433686434,35.36601990014189,0.0,9.083923499154679e-08,False
0.9025371073687851,35.23811473821954,0.0,1.0975246735818592e-07,False
0.8932580633227772,33.568962726489914,0.0,2.1238787337019257e-07,False
1.1128190120399253,34.8690628867346,0.0,1.611558370112842e-07,False
1.0140129808127702,35.3069126769083,0.0,1.2081143497452146e-07,False
1.1155799568818352,34.816737963406844,0.0,1.6496732538261197e-07,False
0.8656576524050559,34.528663528703454,0.0,1.4430492674377597e-07,False
0.9618928777419563,34.21308279203363,0.0,1.794042385814993e-07,False
0.8762559761823516,35.37340372285915,0.0,9.96048777451234e-08,False
0.8224043984115534,34.96553228131248,0.0,1.1370919444105457e-07,False
1.1585285482810452,35.16833040796213,0.0,1.496439787940012e-07,False
0.7327383168564646,34.61285917876611,0.0,1.208052726588302e-07,False
0.8837975148425355,35.29688296014662,0.0,1.0436134595437101e-07,False
1.045765484432906,35.773268169044876,0.0,1.0053295749557393e-07,False
0.985446919003839,35.765401701650745,0.0,9.360968454825908e-08,False
0.9558842743215235,34.77474552450698,0.0,1.4298209969118298e-07,False
0.8507067991997684,35.36322601265108,0.0,9.700294116261873e-08,False
0.9877573597063891,34.95065238482949,0.0,1.3729581348811742e-07,False
0.9415406254463309,35.349365305574544,0.0,1.0896539018549692e-07,False
0.8489505751455456,34.6853913382692,0.0,1.3274752992825123e-07,False
1.1238844291785504,35.05002563057639,0.0,1.516101852203068e-07,False
1.1509431548562146,35.242456288366036,0.0,1.4405771219117162e-07,False
1.2032009477658936,35.44335608936606,0.0,1.3985688933552015e-07,False
1.0232645791201178,35.25320961159139,0.0,1.25027724584916e-07,False
0.9156590211087852,34.594220141105765,0.0,1.4783195931431466e-07,False
1.0438523422536905,34.78375025005772,0.0,1.5574052775870496e-07,False
0.955844571894677,35.48710583242928,0.0,1.0375319996766374e-07,False
0.7388918250993954,34.858485441364834,0.0,1.0858079228689548e-07,False
1.0695717251571575,36.038900929178716,0.0,9.049604633997981e-08,False
1.023023859477629,36.69966379308087,0.0,5.754126529457084e-08,False
0.7806686849307398,34.28490352527246,0.0,1.4636753225711892e-07,False
0.9154195965207889,35.03376503173377,0.0,1.224046842683179e-07,False
1.0134829905276383,34.48731763546628,0.0,1.697912395196492e-07,False
0.934642420592604,33.9233994052198,0.0,1.9449111194525036e-07,False
1.038877096451497,34.96374971312937,0.0,1.4400625458230764e-07,False
1.0302743391692284,35.11080583062887,0.0,1.3410203426142376e-07,False
1.0443139753999695,34.366087130941885,0.0,1.8292343290216903e-07,False
1.0398216877012552,35.52370193106042,0.0,1.1260447235924079e-07,False
0.9795305130683041,36.40715722728634,0.0,6.475561738209909e-08,False
1.0267935115682967,35.16787700363296,0.0,1.3032579515718626e-07,False
0.883331513108189,34.22258813470405,0.0,1.6600409402809866e-07,False
0.898748357949698,34.505137444557505,0.0,1.5069436826901173e-07,False
0.6253742340016013,34.92819543441936,0.0,9.148244293244959e-08,False
0.7339670826979057,34.38336286548235,0.0,1.338052976401986e-07,False
0.9814968640414229,35.30022512657298,0.0,1.1679367941589283e-07,False
0.8442273569979561,33.449380812733686,0.0,2.1225344107950577e-07,False
0.8839464402805801,34.83217810914762,0.0,1.2930292018480438e-07,False
0.8172313926429986,35.1840593425536,0.0,1.0180049146500201e-07,False
0.5549238013602371,34.70181861243813,0.0,9.407747651671083e-08,False
0.8839643538168074,35.76401448454556,0.0,8.205115396633237e-08,False
0.6965520101492525,34.102806462601954,0.0,1.448667666555155e-07,False
0.770533551555775,34.80013524430194,0.0,1.1571304959982817e-07,False
0.5426326375396309,34.663703279244956,0.0,9.446406430776663e-08,False
0.8374154973295154,36.90889315975454,0.0,3.552489318337344e-08,False
0.9965660904774744,35.39303402138753,0.0,1.1383733528083148e-07,False
0.9705123482512117,34.43455658201942,0.0,1.6628941548500885e-07,False
0.7131266896404311,36.72716818002653,0.0,3.229448421599381e-08,False
0.5964664805304648,33.79333717339144,0.0,1.4867585029022103e-07,False
0.43954461466987865,34.84041191803061,0.0,7.530329891651033e-08,False
0.3969730653753748,34.525475061180174,0.0,8.459037914192182e-08,False
0.7783698791783302,36.44308330739766,0.0,4.558310951636087e-08,False
0.5912622229431171,34.23831856912735,0.0,1.2234692723449872e-07,False
0.640398606159534,33.76997988477555,0.0,1.5669566246181796e-07,False
0.4157125955746115,34.36045144997555,0.0,9.430065070565667e-08,False
0.7005743927811215,32.489252374389096,0.0,1.7018044706287868e-05,True
0.3068898185059873,33.771965151394916,0.0,1.1043609328474094e-07,False
0.5319409079309924,34.73655175526373,0.0,8.98145068891357e-08,False
0.6253044758543332,35.72851939932112,0.0,5.773700370468379e-08,False
0.2607338903276787,34.104595507081676,0.0,8.886937863092636e-08,False
0.46104445606619066,34.97543894603864,0.0,7.180065053279288e-08,False
0.16539448560370376,35.002512213939305,0.0,4.540432111547852e-08,False
0.5287528674545771,34.942757621415346,0.0,8.015200464039249e-08,False
0.39377860539673964,35.778354041035264,0.0,3.7927398055490366e-08,False
0.4805520485505679,34.68260972613329,0.0,8.656742820989085e-08,False
0.3261004617627429,33.65059599873274,0.0,1.192673511250044e-07,False
0.1836739704882338,34.84704987807368,0.0,5.190332036165929e-08,False
0.6751395462001455,35.72387372928693,0.0,6.248695211620515e-08,False
0.22544308739632798,34.83644099279776,0.0,5.567279613301345e-08,False
0.13380468378266275,36.629730550482115,0.0,9.944364574565647e-09,False
0.05763876651378001,34.36160413048007,0.0,5.865193970199256e-08,False
-0.16634610925495366,34.18214077476312,0.0,4.7390505065037415e-08,False
0.0022655597038463843,33.704006430645116,0.0,7.947067791232458e-08,False
0.12238406767635147,35.06519415997368,0.0,4.047796516355071e-08,False
-0.11580038366273597,35.40170369824926,0.0,2.0224340294189437e-08,False
-0.03187537369426818,34.19709668996906,0.0,5.7132628909863535e-08,False
-0.15064616964314653,33.7345718752565,0.0,6.399409833977632e-08,False
-0.18779644053910446,34.29816055210663,0.0,4.242181104317226e-08,False
0.020470743365732458,34.28764516755464,0.0,5.8209548742717344e-08,False
-0.008038294620433754,35.77550638300811,0.0,1.7621106837996995e-08,False
0.18627598706966647,34.54946841937408,0.0,6.28377557490732e-08,False
-0.2687737580741517,35.65757798471601,0.0,1.281828099337368e-08,False
-0.20676030261454292,34.312643680072085,0.0,4.0783489871280307e-08,False
-0.38478303371298483,34.577366112313904,0.0,2.5335999413223514e-08,False
-0.2480099826594559,34.6964967065294,0.0,2.8790962381152072e-08,False
